Quantify Compound Summary Report ,,,,,,,,,,,,,
,,,,,,,,,,,,,
Printed Thu Aug 07 17:41:28 2025,,,,,,,,,,,,,
,,,,,,,,,,,,,
Compound 1:  17-Hydroxyprogesterone,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
80,80,20250804-hormore-38,1209,1209,,3.83,24341,286218,0.085,24.842,,,bb
81,81,20250804-hormore-39,1210,1210,,3.82,39940,249034,0.16,46.816,,,bb
82,82,20250804-hormore-40,1212,1212,,3.82,27653,323802,0.0854,24.947,,,bb
83,83,20250804-hormore-41,1214,1214,,3.83,16429,240771,0.0682,19.939,,,bb
84,84,20250804-hormore-42,1216,1216,,3.82,23746,287789,0.0825,24.103,,,bb
85,85,20250804-hormore-43,1217,1217,,3.82,12133,150505,0.0806,23.551,,,bb
86,86,20250804-hormore-44,1218,1218,,3.82,10131,154691,0.0655,19.139,,,bb
87,87,20250804-hormore-45,1221,1221,,3.82,17458,288656,0.0605,17.678,,,bb
88,88,20250805-hormore-1,1222,1222,,3.82,22709,213802,0.106,31.018,,,bb
89,89,20250805-hormore-2,1223,1223,,3.82,36032,249207,0.145,42.21,,,bb
90,90,20250805-hormore-3,1224,1224,,3.82,46805,203536,0.23,67.113,,,bb
91,91,20250805-hormore-4,1226,1226,,3.82,13640,212230,0.0643,18.784,,,bb
92,92,20250805-hormore-5,1227,1227,,3.82,30743,267933,0.115,33.504,,,bb
93,93,20250805-hormore-6,1228,1228,,3.82,28512,267471,0.107,31.129,,,bb
94,94,20250805-hormore-7,1231,1231,,3.82,44649,255992,0.174,50.91,,,bb
95,95,20250804-hormore-8,1038,1038,,3.82,47516,222427,0.214,62.347,,,bb
,,,,,,,,,,,,,
Compound 8:  18-Oxocortisol,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,4,2.34,256,86324,0.00296,4.104,2.6,Standard,MM
2,2,20250805-COL-05,s2,s2,8,2.34,666,110533,0.00602,8.106,1.3,Standard,bb
3,3,20250805-COL-06,s3,s3,20,2.34,1522,114344,0.0133,17.642,-11.8,Standard,bb
4,4,20250805-COL-07,s4,s4,40,2.34,2739,100038,0.0274,36.048,-9.9,Standard,MM
5,5,20250805-COL-08,s5,s5,200,2.34,15911,102687,0.155,202.966,1.5,Standard,bb
6,6,20250805-COL-09,s6,s6,1000,2.34,74737,93691,0.798,1043.96,4.4,Standard,bb
7,7,20250805-COL-10,s7,s7,2000,2.34,139476,81586,1.71,2237.057,11.9,Standard,bb
8,8,20250805-COL-11,q1,q1,14,2.34,1082,111636,0.00969,12.909,-7.8,QC,MM
9,9,20250805-COL-12,q2,q2,1500,2.34,107045,88015,1.22,1591.566,6.1,QC,bb
10,10,20250802-hormore-50,1075,1075,,2.37,370,8286,0.0447,58.668,,,MM
11,11,20250802-hormore-51,1076,1076,,2.34,448,11924,0.0376,49.415,,,MM
12,12,20250802-hormore-52,1077,1077,,2.38,893,30593,0.0292,38.435,,,bb
13,13,20250802-hormore-53,1079,1079,,2.36,264,5830,0.0453,59.476,,,MM
14,14,20250802-hormore-54,1080,1080,,2.37,1305,26336,0.0496,65.076,,,bb
15,15,20250802-hormore-55,1083,1083,,2.34,2452,31565,0.0777,101.848,,,bb
16,16,20250802-hormore-56,1084,1084,,2.34,1173,35643,0.0329,43.276,,,MM
17,17,20250802-hormore-57,1087,1087,,2.39,1047,33341,0.0314,41.302,,,bb
18,18,20250802-hormore-58,1090,1090,,2.37,1535,38676,0.0397,52.142,,,bb
19,19,20250802-hormore-59,1092,1092,,2.34,1239,33039,0.0375,49.291,,,bb
20,20,20250802-hormore-60,1093,1093,,2.36,1542,22217,0.0694,91.015,,,MM
21,21,20250802-hormore-61,1094,1094,,2.36,861,31105,0.0277,36.451,,,bb
22,22,20250802-hormore-62,1095,1095,,2.34,1085,30472,0.0356,46.812,,,MM
23,23,20250802-hormore-63,1096,1096,,2.35,1427,34507,0.0414,54.335,,,bb
24,24,20250802-hormore-64,1097,1097,,2.34,1237,31819,0.0389,51.091,,,MM
25,25,20250803-hormore-1,1098,1098,,2.37,1950,37261,0.0523,68.713,,,bb
26,26,20250803-hormore-2,1099,1099,,2.35,1033,32446,0.0318,41.873,,,bb
27,27,20250803-hormore-3,1100,1100,,2.33,1388,36071,0.0385,50.579,,,bb
28,28,20250803-hormore-4,1102,1102,,2.34,1830,39880,0.0459,60.268,,,bb
29,29,20250803-hormore-5,1105,1105,,2.37,1290,30660,0.0421,55.277,,,bb
30,30,20250803-hormore-6,1106,1106,,2.34,1767,35388,0.0499,65.574,,,MM
31,31,20250803-hormore-7,1107,1107,,2.34,1896,30971,0.0612,80.345,,,bb
32,32,20250803-hormore-8,1108,1108,,2.33,786,32031,0.0245,32.321,,,MM
33,33,20250803-hormore-9,1109,1109,,2.33,1792,38744,0.0463,60.743,,,bb
34,34,20250803-hormore-10,1111,1111,,2.38,1208,40421,0.0299,39.339,,,bb
35,35,20250803-hormore-11,1112,1112,,2.35,835,27590,0.0303,39.834,,,MM
36,36,20250803-hormore-12,1113,1113,,2.33,1495,37198,0.0402,52.805,,,bb
37,37,20250803-hormore-13,1116,1116,,2.33,1312,30207,0.0434,57.063,,,MM
38,38,20250803-hormore-14,1118,1118,,2.37,1379,23976,0.0575,75.487,,,MM
39,39,20250803-hormore-15,1124,1124,,2.38,614,38515,0.0159,21.093,,,bb
40,40,20250803-hormore-16,1125,1125,,2.33,1806,37767,0.0478,62.787,,,bb
41,41,20250803-hormore-17,1134,1134,,2.33,2193,38668,0.0567,74.42,,,bb
42,42,20250803-hormore-18,1135,1135,,2.38,1308,31289,0.0418,54.915,,,bb
43,43,20250804-hormore-1,1137,1137,,2.33,1508,37122,0.0406,53.36,,,MM
44,44,20250804-hormore-2,1138,1138,,2.38,1171,35229,0.0332,43.701,,,bb
45,45,20250804-hormore-3,1141,1141,,2.34,1026,31741,0.0323,42.54,,,bb
46,46,20250804-hormore-4,1142,1142,,2.33,1891,35554,0.0532,69.804,,,bb
47,47,20250804-hormore-5,1143,1143,,2.34,844,32837,0.0257,33.87,,,MM
48,48,20250804-hormore-6,1144,1144,,2.33,2017,27363,0.0737,96.685,,,MM
49,49,20250804-hormore-7,1146,1146,,2.38,1095,39639,0.0276,36.359,,,bb
50,50,20250804-hormore-8,1038,1038,,2.31,1061,29079,0.0365,47.946,,,bb
51,51,20250804-hormore-9,1149,1149,,2.38,1066,33768,0.0316,41.529,,,bb
52,52,20250804-hormore-10,1154,1154,,2.33,2301,29680,0.0775,101.654,,,MM
53,53,20250804-hormore-11,1156,1156,,2.33,1571,27413,0.0573,75.229,,,MM
54,54,20250804-hormore-12,1162,1162,,2.33,2963,42795,0.0692,90.81,,,bb
55,55,20250804-hormore-13,1165,1165,,2.32,2589,36038,0.0719,94.24,,,bb
56,56,20250804-hormore-14,1166,1166,,2.33,1500,33840,0.0443,58.213,,,bb
57,57,20250804-hormore-15,1167,1167,,2.38,1036,43091,0.024,31.675,,,bb
58,58,20250804-hormore-16,1168,1168,,2.34,1263,29471,0.0429,56.312,,,MM
59,59,20250804-hormore-17,1169,1169,,2.33,2174,41657,0.0522,68.522,,,bb
60,60,20250804-hormore-18,1170,1170,,2.37,721,33540,0.0215,28.371,,,bb
61,61,20250804-hormore-19,1172,1172,,2.33,1784,32276,0.0553,72.567,,,bb
62,62,20250804-hormore-20,1173,1173,,2.32,830,36632,0.0227,29.88,,,bb
63,63,20250804-hormore-21,1175,1175,,2.34,1568,43013,0.0365,47.936,,,bb
64,64,20250804-hormore-22,1177,1177,,2.32,1039,37136,0.028,36.822,,,bb
65,65,20250804-hormore-23,1178,1178,,2.34,1627,41307,0.0394,51.753,,,bb
66,66,20250804-hormore-24,1180,1180,,2.33,1967,42553,0.0462,60.704,,,bb
67,67,20250804-hormore-25,1181,1181,,2.34,1328,31052,0.0428,56.204,,,bb
68,68,20250804-hormore-26,1182,1182,,2.33,1480,25842,0.0573,75.17,,,MM
69,69,20250804-hormore-27,1185,1185,,2.33,2569,42165,0.0609,79.953,,,bb
70,70,20250804-hormore-28,1188,1188,,2.32,3358,34390,0.0977,128.002,,,MM
71,71,20250804-hormore-29,1189,1189,,2.36,1196,29568,0.0405,53.173,,,bb
72,72,20250804-hormore-30,1190,1190,,2.33,1892,31905,0.0593,77.805,,,MM
73,73,20250804-hormore-31,1195,1195,,2.33,2293,26952,0.0851,111.567,,,bb
74,74,20250804-hormore-32,1196,1196,,2.33,880,31338,0.0281,36.987,,,bb
75,75,20250804-hormore-33,1202,1202,,2.33,592,33679,0.0176,23.215,,,bb
76,76,20250804-hormore-34,1205,1205,,2.36,1051,34056,0.0309,40.61,,,bb
77,77,20250804-hormore-35,1206,1206,,2.32,2282,33945,0.0672,88.199,,,bb
78,78,20250804-hormore-36,1207,1207,,2.34,842,32288,0.0261,34.329,,,bb
79,79,20250804-hormore-37,1208,1208,,2.38,751,35292,0.0213,28.081,,,bb
80,80,20250804-hormore-38,1209,1209,,2.37,1361,33822,0.0402,52.879,,,bb
81,81,20250804-hormore-39,1210,1210,,2.33,2642,29002,0.0911,119.434,,,bb
82,82,20250804-hormore-40,1212,1212,,2.37,908,37537,0.0242,31.863,,,bb
83,83,20250804-hormore-41,1214,1214,,2.38,558,27246,0.0205,27.014,,,bb
84,84,20250804-hormore-42,1216,1216,,2.33,2463,31655,0.0778,102.04,,,MM
85,85,20250804-hormore-43,1217,1217,,2.33,2005,22124,0.0906,118.806,,,MM
86,86,20250804-hormore-44,1218,1218,,2.32,1539,20106,0.0766,100.393,,,MM
87,87,20250804-hormore-45,1221,1221,,2.38,529,33408,0.0158,20.955,,,bb
88,88,20250805-hormore-1,1222,1222,,2.38,1192,22800,0.0523,68.626,,,MM
89,89,20250805-hormore-2,1223,1223,,2.36,872,31660,0.0275,36.251,,,bb
90,90,20250805-hormore-3,1224,1224,,2.33,1675,25840,0.0648,85.051,,,MM
91,91,20250805-hormore-4,1226,1226,,2.32,1293,24188,0.0535,70.195,,,bb
92,92,20250805-hormore-5,1227,1227,,2.36,1326,29560,0.0449,58.92,,,bb
93,93,20250805-hormore-6,1228,1228,,2.33,1450,30895,0.0469,61.622,,,bb
94,94,20250805-hormore-7,1231,1231,,2.36,1357,31410,0.0432,56.734,,,bb
95,95,20250804-hormore-8,1038,1038,,2.31,1061,29079,0.0365,47.946,,,bb
,,,,,,,,,,,,,
Compound 9:  Dexamethasone,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,0.56,4.78,2288,58042,0.0394,0.514,-8.2,Standard,bb
2,2,20250805-COL-05,s2,s2,1.11,4.76,5990,63290,0.0946,1.218,9.7,Standard,bb
3,3,20250805-COL-06,s3,s3,2.78,4.76,14954,61958,0.241,3.089,11.1,Standard,bb
4,4,20250805-COL-07,s4,s4,5.56,4.76,27654,56878,0.486,6.211,11.7,Standard,bb
5,5,20250805-COL-08,s5,s5,27.78,4.76,110119,51564,2.14,27.244,-1.9,Standard,bb
6,6,20250805-COL-09,s6,s6,111.11,4.76,330438,41287,8,102.069,-8.1,Standard,bb
7,7,20250805-COL-10,s7,s7,222.22,4.76,535659,35864,14.9,190.47,-14.3,Standard,bb
8,8,20250805-COL-11,q1,q1,1.94,4.77,11173,69453,0.161,2.063,6.3,QC,bb
9,9,20250805-COL-12,q2,q2,172.22,4.76,435952,38089,11.4,145.963,-15.2,QC,bb
10,10,20250802-hormore-50,1075,1075,,,,220,,,,,
11,11,20250802-hormore-51,1076,1076,,,,305,,,,,
12,12,20250802-hormore-52,1077,1077,,,,805,,,,,
13,13,20250802-hormore-53,1079,1079,,,,974,,,,,
14,14,20250802-hormore-54,1080,1080,,,,1500,,,,,
15,15,20250802-hormore-55,1083,1083,,,,3055,,,,,
16,16,20250802-hormore-56,1084,1084,,,,9286,,,,,
17,17,20250802-hormore-57,1087,1087,,,,2872,,,,,
18,18,20250802-hormore-58,1090,1090,,,,7086,,,,,
19,19,20250802-hormore-59,1092,1092,,4.77,1,2359,0.000298,0.015,,,bb
20,20,20250802-hormore-60,1093,1093,,4.78,2,1274,0.00167,0.033,,,bb
21,21,20250802-hormore-61,1094,1094,,,,4341,,,,,
22,22,20250802-hormore-62,1095,1095,,,,2365,,,,,
23,23,20250802-hormore-63,1096,1096,,4.76,10,5653,0.00179,0.034,,,bb
24,24,20250802-hormore-64,1097,1097,,,,2837,,,,,
25,25,20250803-hormore-1,1098,1098,,4.72,0,9243,0.0000196,0.012,,,bb
26,26,20250803-hormore-2,1099,1099,,,,5012,,,,,
27,27,20250803-hormore-3,1100,1100,,4.89,4,22306,0.000161,0.013,,,bb
28,28,20250803-hormore-4,1102,1102,,,,20934,,,,,
29,29,20250803-hormore-5,1105,1105,,,,4563,,,,,
30,30,20250803-hormore-6,1106,1106,,,,12338,,,,,
31,31,20250803-hormore-7,1107,1107,,4.76,21,17891,0.00116,0.026,,,bb
32,32,20250803-hormore-8,1108,1108,,,,7735,,,,,
33,33,20250803-hormore-9,1109,1109,,4.74,1,18951,0.0000438,0.012,,,bb
34,34,20250803-hormore-10,1111,1111,,4.8,18,29243,0.00062,0.019,,,bb
35,35,20250803-hormore-11,1112,1112,,,,2167,,,,,
36,36,20250803-hormore-12,1113,1113,,,,5882,,,,,
37,37,20250803-hormore-13,1116,1116,,,,3408,,,,,
38,38,20250803-hormore-14,1118,1118,,,,3261,,,,,
39,39,20250803-hormore-15,1124,1124,,4.95,6,8845,0.000625,0.019,,,bb
40,40,20250803-hormore-16,1125,1125,,4.79,17,27506,0.000628,0.019,,,bb
41,41,20250803-hormore-17,1134,1134,,4.78,1,15222,0.0000673,0.012,,,bb
42,42,20250803-hormore-18,1135,1135,,,,5124,,,,,
43,43,20250804-hormore-1,1137,1137,,4.93,1,6493,0.000171,0.013,,,bb
44,44,20250804-hormore-2,1138,1138,,,,8796,,,,,
45,45,20250804-hormore-3,1141,1141,,,,6668,,,,,
46,46,20250804-hormore-4,1142,1142,,,,6604,,,,,
47,47,20250804-hormore-5,1143,1143,,,,3508,,,,,
48,48,20250804-hormore-6,1144,1144,,,,2810,,,,,
49,49,20250804-hormore-7,1146,1146,,,,32429,,,,,
50,50,20250804-hormore-8,1038,1038,,4.94,21,3624,0.00582,0.085,,,bb
51,51,20250804-hormore-9,1149,1149,,,,6103,,,,,
52,52,20250804-hormore-10,1154,1154,,,,10460,,,,,
53,53,20250804-hormore-11,1156,1156,,4.69,1,15130,0.0000913,0.012,,,bb
54,54,20250804-hormore-12,1162,1162,,4.8,7,11609,0.000591,0.019,,,bb
55,55,20250804-hormore-13,1165,1165,,4.71,3,18444,0.000139,0.013,,,bb
56,56,20250804-hormore-14,1166,1166,,,,5681,,,,,
57,57,20250804-hormore-15,1167,1167,,4.94,0,23744,0.00000337,0.011,,,bb
58,58,20250804-hormore-16,1168,1168,,,,2615,,,,,
59,59,20250804-hormore-17,1169,1169,,4.89,1,13527,0.0000984,0.013,,,bb
60,60,20250804-hormore-18,1170,1170,,4.93,0,3434,0.000139,0.013,,,bb
61,61,20250804-hormore-19,1172,1172,,,,3966,,,,,
62,62,20250804-hormore-20,1173,1173,,,,10046,,,,,
63,63,20250804-hormore-21,1175,1175,,,,12467,,,,,
64,64,20250804-hormore-22,1177,1177,,,,8264,,,,,
65,65,20250804-hormore-23,1178,1178,,,,11719,,,,,
66,66,20250804-hormore-24,1180,1180,,4.91,5,10271,0.000444,0.017,,,bb
67,67,20250804-hormore-25,1181,1181,,,,14659,,,,,
68,68,20250804-hormore-26,1182,1182,,,,2324,,,,,
69,69,20250804-hormore-27,1185,1185,,4.94,5,21273,0.000249,0.014,,,bb
70,70,20250804-hormore-28,1188,1188,,,,4400,,,,,
71,71,20250804-hormore-29,1189,1189,,,,3134,,,,,
72,72,20250804-hormore-30,1190,1190,,,,9526,,,,,
73,73,20250804-hormore-31,1195,1195,,,,5016,,,,,
74,74,20250804-hormore-32,1196,1196,,4.69,0,8749,0.000017,0.011,,,bb
75,75,20250804-hormore-33,1202,1202,,,,6062,,,,,
76,76,20250804-hormore-34,1205,1205,,,,8264,,,,,
77,77,20250804-hormore-35,1206,1206,,4.79,1,6143,0.000241,0.014,,,bb
78,78,20250804-hormore-36,1207,1207,,,,3337,,,,,
79,79,20250804-hormore-37,1208,1208,,4.9,2,24099,0.0000658,0.012,,,bb
80,80,20250804-hormore-38,1209,1209,,4.95,0,8766,0.0000103,0.011,,,bb
81,81,20250804-hormore-39,1210,1210,,,,4029,,,,,
82,82,20250804-hormore-40,1212,1212,,,,21306,,,,,
83,83,20250804-hormore-41,1214,1214,,,,1972,,,,,
84,84,20250804-hormore-42,1216,1216,,,,15207,,,,,
85,85,20250804-hormore-43,1217,1217,,,,1602,,,,,
86,86,20250804-hormore-44,1218,1218,,,,4768,,,,,
87,87,20250804-hormore-45,1221,1221,,4.78,3,19452,0.000153,0.013,,,bb
88,88,20250805-hormore-1,1222,1222,,,,2300,,,,,
89,89,20250805-hormore-2,1223,1223,,,,9998,,,,,
90,90,20250805-hormore-3,1224,1224,,,,2884,,,,,
91,91,20250805-hormore-4,1226,1226,,,,2329,,,,,
92,92,20250805-hormore-5,1227,1227,,,,3484,,,,,
93,93,20250805-hormore-6,1228,1228,,,,3767,,,,,
94,94,20250805-hormore-7,1231,1231,,,,4360,,,,,
95,95,20250804-hormore-8,1038,1038,,4.94,21,3624,0.00582,0.085,,,bb
,,,,,,,,,,,,,
Compound 10:  Estrone,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,10,4.78,0,0,8.19,9.833,-1.7,Standard,bb
2,2,20250805-COL-05,s2,s2,20,4.73,0,0,6.46,190.778,853.9,Standard,bbX
3,3,20250805-COL-06,s3,s3,50,,,0,,,,Standard,
4,4,20250805-COL-07,s4,s4,200,4.78,1,3,0.235,845.52,322.8,Standard,MMX
5,5,20250805-COL-08,s5,s5,400,4.76,25,23,1.08,756.888,89.2,Standard,bb
6,6,20250805-COL-09,s6,s6,1000,4.77,107,93,1.15,749.287,-25.1,Standard,bb
7,7,20250805-COL-10,s7,s7,2000,4.77,451,395,1.14,750.336,-62.5,Standard,bb
8,8,20250805-COL-11,q1,q1,35,4.77,0,0,0.357,832.636,2279,QC,bb
9,9,20250805-COL-12,q2,q2,1500,4.77,262,211,1.24,739.605,-50.7,QC,bb
10,10,20250802-hormore-50,1075,1075,,,,,,,,,
11,11,20250802-hormore-51,1076,1076,,,,,,,,,
12,12,20250802-hormore-52,1077,1077,,4.84,0,0,1.02,762.694,,,bb
13,13,20250802-hormore-53,1079,1079,,,,,,,,,
14,14,20250802-hormore-54,1080,1080,,,,,,,,,
15,15,20250802-hormore-55,1083,1083,,,,,,,,,
16,16,20250802-hormore-56,1084,1084,,,,,,,,,
17,17,20250802-hormore-57,1087,1087,,,,,,,,,
18,18,20250802-hormore-58,1090,1090,,,,,,,,,
19,19,20250802-hormore-59,1092,1092,,4.81,0,,,,,,bb
20,20,20250802-hormore-60,1093,1093,,4.84,0,0,1.87,673.995,,,bb
21,21,20250802-hormore-61,1094,1094,,,,,,,,,
22,22,20250802-hormore-62,1095,1095,,,,,,,,,
23,23,20250802-hormore-63,1096,1096,,,,,,,,,
24,24,20250802-hormore-64,1097,1097,,,,,,,,,
25,25,20250803-hormore-1,1098,1098,,,,0,,,,,
26,26,20250803-hormore-2,1099,1099,,4.86,0,,,,,,bb
27,27,20250803-hormore-3,1100,1100,,4.81,2,,,,,,bb
28,28,20250803-hormore-4,1102,1102,,,,0,,,,,
29,29,20250803-hormore-5,1105,1105,,,,0,,,,,
30,30,20250803-hormore-6,1106,1106,,4.77,0,0,0.658,801.043,,,bb
31,31,20250803-hormore-7,1107,1107,,4.75,0,,,,,,bb
32,32,20250803-hormore-8,1108,1108,,,,,,,,,
33,33,20250803-hormore-9,1109,1109,,4.77,0,,,,,,bb
34,34,20250803-hormore-10,1111,1111,,4.73,0,,,,,,bb
35,35,20250803-hormore-11,1112,1112,,,,,,,,,
36,36,20250803-hormore-12,1113,1113,,4.83,0,,,,,,bb
37,37,20250803-hormore-13,1116,1116,,,,,,,,,
38,38,20250803-hormore-14,1118,1118,,,,,,,,,
39,39,20250803-hormore-15,1124,1124,,,,,,,,,
40,40,20250803-hormore-16,1125,1125,,4.76,0,,,,,,bb
41,41,20250803-hormore-17,1134,1134,,4.77,0,0,0.559,811.467,,,bb
42,42,20250803-hormore-18,1135,1135,,,,,,,,,
43,43,20250804-hormore-1,1137,1137,,4.88,0,,,,,,bb
44,44,20250804-hormore-2,1138,1138,,,,,,,,,
45,45,20250804-hormore-3,1141,1141,,,,,,,,,
46,46,20250804-hormore-4,1142,1142,,,,0,,,,,
47,47,20250804-hormore-5,1143,1143,,,,,,,,,
48,48,20250804-hormore-6,1144,1144,,,,,,,,,
49,49,20250804-hormore-7,1146,1146,,4.73,1,,,,,,bb
50,50,20250804-hormore-8,1038,1038,,,,,,,,,
51,51,20250804-hormore-9,1149,1149,,,,1,,,,,
52,52,20250804-hormore-10,1154,1154,,,,,,,,,
53,53,20250804-hormore-11,1156,1156,,,,,,,,,
54,54,20250804-hormore-12,1162,1162,,,,,,,,,
55,55,20250804-hormore-13,1165,1165,,4.74,0,,,,,,bb
56,56,20250804-hormore-14,1166,1166,,,,,,,,,
57,57,20250804-hormore-15,1167,1167,,,,0,,,,,
58,58,20250804-hormore-16,1168,1168,,,,,,,,,
59,59,20250804-hormore-17,1169,1169,,,,0,,,,,
60,60,20250804-hormore-18,1170,1170,,,,,,,,,
61,61,20250804-hormore-19,1172,1172,,4.79,0,,,,,,bb
62,62,20250804-hormore-20,1173,1173,,,,,,,,,
63,63,20250804-hormore-21,1175,1175,,4.85,0,0,1.54,708.096,,,bb
64,64,20250804-hormore-22,1177,1177,,,,0,,,,,
65,65,20250804-hormore-23,1178,1178,,4.77,0,0,0.32,836.609,,,bb
66,66,20250804-hormore-24,1180,1180,,4.76,0,,,,,,bb
67,67,20250804-hormore-25,1181,1181,,,,,,,,,
68,68,20250804-hormore-26,1182,1182,,4.75,0,0,1.18,746.684,,,bb
69,69,20250804-hormore-27,1185,1185,,4.81,0,0,1.8,681.392,,,bb
70,70,20250804-hormore-28,1188,1188,,,,,,,,,
71,71,20250804-hormore-29,1189,1189,,4.79,0,0,1.77,683.668,,,bb
72,72,20250804-hormore-30,1190,1190,,4.75,0,,,,,,bb
73,73,20250804-hormore-31,1195,1195,,4.82,1,,,,,,bb
74,74,20250804-hormore-32,1196,1196,,,,,,,,,
75,75,20250804-hormore-33,1202,1202,,,,,,,,,
76,76,20250804-hormore-34,1205,1205,,,,,,,,,
77,77,20250804-hormore-35,1206,1206,,,,0,,,,,
78,78,20250804-hormore-36,1207,1207,,,,,,,,,
79,79,20250804-hormore-37,1208,1208,,,,,,,,,
80,80,20250804-hormore-38,1209,1209,,,,,,,,,
81,81,20250804-hormore-39,1210,1210,,,,,,,,,
82,82,20250804-hormore-40,1212,1212,,4.89,0,,,,,,bb
83,83,20250804-hormore-41,1214,1214,,,,,,,,,
84,84,20250804-hormore-42,1216,1216,,,,,,,,,
85,85,20250804-hormore-43,1217,1217,,,,,,,,,
86,86,20250804-hormore-44,1218,1218,,4.84,0,,,,,,bb
87,87,20250804-hormore-45,1221,1221,,,,0,,,,,
88,88,20250805-hormore-1,1222,1222,,,,,,,,,
89,89,20250805-hormore-2,1223,1223,,,,,,,,,
90,90,20250805-hormore-3,1224,1224,,,,,,,,,
91,91,20250805-hormore-4,1226,1226,,4.76,0,,,,,,bb
92,92,20250805-hormore-5,1227,1227,,4.8,0,,,,,,bb
93,93,20250805-hormore-6,1228,1228,,,,,,,,,
94,94,20250805-hormore-7,1231,1231,,,,,,,,,
95,95,20250804-hormore-8,1038,1038,,,,,,,,,
,,,,,,,,,,,,,
Compound 11:  Estradiol,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,8.7,4.76,0,,,,,Standard,bb
2,2,20250805-COL-05,s2,s2,17.39,,,,,,,Standard,
3,3,20250805-COL-06,s3,s3,43.48,4.8,0,0,0.779,113.575,161.2,Standard,bb
4,4,20250805-COL-07,s4,s4,173.91,4.77,2,1,2.55,359.161,106.5,Standard,bb
5,5,20250805-COL-08,s5,s5,347.83,4.78,17,16,1.02,147.292,-57.7,Standard,bb
6,6,20250805-COL-09,s6,s6,869.57,4.78,67,72,0.936,135.365,-84.4,Standard,bb
7,7,20250805-COL-10,s7,s7,1739.13,4.78,346,311,1.11,159.972,-90.8,Standard,bb
8,8,20250805-COL-11,q1,q1,30.43,,,,,,,QC,
9,9,20250805-COL-12,q2,q2,1304.35,4.78,201,193,1.04,149.638,-88.5,QC,bb
10,10,20250802-hormore-50,1075,1075,,,,0,,,,,
11,11,20250802-hormore-51,1076,1076,,4.73,0,,,,,,bb
12,12,20250802-hormore-52,1077,1077,,,,,,,,,
13,13,20250802-hormore-53,1079,1079,,4.86,0,,,,,,bb
14,14,20250802-hormore-54,1080,1080,,,,0,,,,,
15,15,20250802-hormore-55,1083,1083,,,,,,,,,
16,16,20250802-hormore-56,1084,1084,,,,,,,,,
17,17,20250802-hormore-57,1087,1087,,,,,,,,,
18,18,20250802-hormore-58,1090,1090,,,,,,,,,
19,19,20250802-hormore-59,1092,1092,,4.89,0,,,,,,bb
20,20,20250802-hormore-60,1093,1093,,,,,,,,,
21,21,20250802-hormore-61,1094,1094,,,,,,,,,
22,22,20250802-hormore-62,1095,1095,,,,,,,,,
23,23,20250802-hormore-63,1096,1096,,4.73,0,,,,,,bb
24,24,20250802-hormore-64,1097,1097,,4.89,0,0,1.59,226.364,,,bb
25,25,20250803-hormore-1,1098,1098,,,,,,,,,
26,26,20250803-hormore-2,1099,1099,,,,,,,,,
27,27,20250803-hormore-3,1100,1100,,4.71,0,0,0.937,135.426,,,bb
28,28,20250803-hormore-4,1102,1102,,,,,,,,,
29,29,20250803-hormore-5,1105,1105,,,,,,,,,
30,30,20250803-hormore-6,1106,1106,,,,0,,,,,
31,31,20250803-hormore-7,1107,1107,,,,,,,,,
32,32,20250803-hormore-8,1108,1108,,,,,,,,,
33,33,20250803-hormore-9,1109,1109,,4.72,0,,,,,,bb
34,34,20250803-hormore-10,1111,1111,,4.79,0,,,,,,bb
35,35,20250803-hormore-11,1112,1112,,,,,,,,,
36,36,20250803-hormore-12,1113,1113,,,,,,,,,
37,37,20250803-hormore-13,1116,1116,,,,0,,,,,
38,38,20250803-hormore-14,1118,1118,,,,,,,,,
39,39,20250803-hormore-15,1124,1124,,,,,,,,,
40,40,20250803-hormore-16,1125,1125,,4.75,1,0,8.77,1221.232,,,bb
41,41,20250803-hormore-17,1134,1134,,4.82,0,1,0.19,31.976,,,bb
42,42,20250803-hormore-18,1135,1135,,,,0,,,,,
43,43,20250804-hormore-1,1137,1137,,,,0,,,,,
44,44,20250804-hormore-2,1138,1138,,4.75,0,,,,,,bb
45,45,20250804-hormore-3,1141,1141,,,,,,,,,
46,46,20250804-hormore-4,1142,1142,,,,0,,,,,
47,47,20250804-hormore-5,1143,1143,,,,,,,,,
48,48,20250804-hormore-6,1144,1144,,,,,,,,,
49,49,20250804-hormore-7,1146,1146,,,,0,,,,,
