Quantify Compound Summary Report ,,,,,,,,,,,,,
,,,,,,,,,,,,,
Printed Thu Aug 07 17:38:27 2025,,,,,,,,,,,,,
,,,,,,,,,,,,,
Compound 1:  Melatonin,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
32,32,20250803-hormore-8,1108,1108,,6.52,2362,6594,0.358,0.555,,,bb
33,33,20250803-hormore-9,1109,1109,,6.51,905,7976,0.113,0.175,,,bb
34,34,20250803-hormore-10,1111,1111,,6.52,2367,6640,0.356,0.553,,,bb
35,35,20250803-hormore-11,1112,1112,,6.52,1008,4251,0.237,0.368,,,bb
36,36,20250803-hormore-12,1113,1113,,6.52,1455,5482,0.265,0.411,,,bb
37,37,20250803-hormore-13,1116,1116,,6.53,1604,4783,0.335,0.52,,,bb
38,38,20250803-hormore-14,1118,1118,,6.52,422,5902,0.0715,0.11,,,bb
39,39,20250803-hormore-15,1124,1124,,6.52,288,5822,0.0495,0.076,,,bb
40,40,20250803-hormore-16,1125,1125,,6.52,1165,6281,0.186,0.287,,,bb
41,41,20250803-hormore-17,1134,1134,,6.52,813,8010,0.101,0.157,,,bb
42,42,20250803-hormore-18,1135,1135,,6.52,475,6608,0.0719,0.111,,,bb
43,43,20250804-hormore-1,1137,1137,,6.5,660,5634,0.117,0.181,,,bb
44,44,20250804-hormore-2,1138,1138,,6.52,318,5310,0.0599,0.092,,,bb
45,45,20250804-hormore-3,1141,1141,,6.5,387,7007,0.0553,0.085,,,bb
46,46,20250804-hormore-4,1142,1142,,6.51,1353,8311,0.163,0.252,,,bb
47,47,20250804-hormore-5,1143,1143,,6.52,493,7105,0.0695,0.107,,,bb
48,48,20250804-hormore-6,1144,1144,,6.52,11,6130,0.00186,0.002,,,bb
49,49,20250804-hormore-7,1146,1146,,6.51,992,8336,0.119,0.184,,,bb
50,50,20250804-hormore-8,1038,1038,,6.5,2326,5791,0.402,0.623,,,MM
51,51,20250804-hormore-9,1149,1149,,6.52,1306,5639,0.232,0.359,,,bb
52,52,20250804-hormore-10,1154,1154,,6.5,14,5971,0.00242,0.003,,,bb
53,53,20250804-hormore-11,1156,1156,,6.52,4870,7683,0.634,0.983,,,bb
54,54,20250804-hormore-12,1162,1162,,6.51,648,6552,0.0989,0.153,,,bb
55,55,20250804-hormore-13,1165,1165,,6.5,306,5997,0.051,0.079,,,bb
56,56,20250804-hormore-14,1166,1166,,6.5,84,6333,0.0133,0.02,,,MM
57,57,20250804-hormore-15,1167,1167,,6.51,58,8383,0.00694,0.01,,,bb
58,58,20250804-hormore-16,1168,1168,,6.52,540,6429,0.084,0.13,,,bb
59,59,20250804-hormore-17,1169,1169,,6.51,552,9520,0.058,0.089,,,bb
60,60,20250804-hormore-18,1170,1170,,6.49,439,6349,0.0691,0.107,,,bb
61,61,20250804-hormore-19,1172,1172,,6.5,170,6379,0.0267,0.041,,,bb
62,62,20250804-hormore-20,1173,1173,,6.5,261,7972,0.0328,0.05,,,bb
63,63,20250804-hormore-21,1175,1175,,6.52,1196,8424,0.142,0.22,,,bb
64,64,20250804-hormore-22,1177,1177,,6.49,260,6877,0.0378,0.058,,,bb
65,65,20250804-hormore-23,1178,1178,,6.5,72,6437,0.0112,0.017,,,bb
66,66,20250804-hormore-24,1180,1180,,6.49,1398,8313,0.168,0.26,,,bb
67,67,20250804-hormore-25,1181,1181,,6.5,962,5374,0.179,0.277,,,bb
68,68,20250804-hormore-26,1182,1182,,6.5,1315,5942,0.221,0.343,,,bb
69,69,20250804-hormore-27,1185,1185,,6.51,416,6063,0.0686,0.106,,,bb
70,70,20250804-hormore-28,1188,1188,,6.5,264,6209,0.0425,0.065,,,bb
71,71,20250804-hormore-29,1189,1189,,6.52,430,5184,0.0829,0.128,,,bb
72,72,20250804-hormore-30,1190,1190,,6.52,2686,6246,0.43,0.667,,,MM
73,73,20250804-hormore-31,1195,1195,,6.51,540,5563,0.097,0.15,,,bb
74,74,20250804-hormore-32,1196,1196,,6.51,741,7128,0.104,0.161,,,bb
75,75,20250804-hormore-33,1202,1202,,6.52,1121,6272,0.179,0.277,,,bb
76,76,20250804-hormore-34,1205,1205,,6.51,567,7742,0.0732,0.113,,,bb
77,77,20250804-hormore-35,1206,1206,,6.52,495,6096,0.0812,0.125,,,bb
78,78,20250804-hormore-36,1207,1207,,6.5,458,5935,0.0771,0.119,,,bb
79,79,20250804-hormore-37,1208,1208,,6.5,623,7450,0.0836,0.129,,,bb
80,80,20250804-hormore-38,1209,1209,,6.53,30,5855,0.00513,0.007,,,bb
81,81,20250804-hormore-39,1210,1210,,6.49,734,5622,0.131,0.202,,,bb
82,82,20250804-hormore-40,1212,1212,,6.51,202,7057,0.0286,0.044,,,MM
83,83,20250804-hormore-41,1214,1214,,6.52,31,5874,0.00527,0.008,,,bb
84,84,20250804-hormore-42,1216,1216,,6.52,1861,6970,0.267,0.414,,,bb
85,85,20250804-hormore-43,1217,1217,,6.5,21,7126,0.00292,0.004,,,bb
86,86,20250804-hormore-44,1218,1218,,6.5,845,5810,0.145,0.225,,,bb
87,87,20250804-hormore-45,1221,1221,,6.5,876,6700,0.131,0.202,,,bb
88,88,20250805-hormore-1,1222,1222,,6.51,70,4096,0.0172,0.026,,,bb
89,89,20250805-hormore-2,1223,1223,,6.5,1067,6425,0.166,0.257,,,bb
90,90,20250805-hormore-3,1224,1224,,6.5,624,5825,0.107,0.166,,,bb
91,91,20250805-hormore-4,1226,1226,,6.49,498,7441,0.067,0.103,,,bb
92,92,20250805-hormore-5,1227,1227,,6.51,495,6133,0.0806,0.125,,,bb
93,93,20250805-hormore-6,1228,1228,,6.5,286,6379,0.0448,0.069,,,bb
94,94,20250805-hormore-7,1231,1231,,6.49,317,5966,0.0531,0.082,,,bb
95,95,20250804-hormore-8,1038,1038,,6.5,2326,5791,0.402,0.623,,,MM
,,,,,,,,,,,,,
Compound 9:  Pregnenolone-1,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,0.2,7.12,254,6069,0.0419,0.198,-0.9,Standard,bb
2,2,20250805-COL-05,s2,s2,0.4,7.13,425,5198,0.0818,0.408,1.9,Standard,bb
3,3,20250805-COL-06,s3,s3,1,7.11,1146,6227,0.184,0.944,-5.6,Standard,bb
4,4,20250805-COL-07,s4,s4,2,7.11,2450,5974,0.41,2.131,6.5,Standard,MM
5,5,20250805-COL-08,s5,s5,4,7.11,5338,6286,0.849,4.434,10.9,Standard,bb
6,6,20250805-COL-09,s6,s6,10,7.11,13284,7002,1.9,9.933,-0.7,Standard,bb
7,7,20250805-COL-10,s7,s7,20,7.11,25686,7659,3.35,17.576,-12.1,Standard,bb
8,8,20250805-COL-11,q1,q1,0.7,7.11,869,6992,0.124,0.631,-9.9,QC,bb
9,9,20250805-COL-12,q2,q2,15,7.12,14563,5836,2.5,13.073,-12.8,QC,bb
10,10,20250802-hormore-50,1075,1075,,7.14,74,3494,0.0211,0.089,,,MM
11,11,20250802-hormore-51,1076,1076,,7.08,270,4103,0.0658,0.323,,,MM
12,12,20250802-hormore-52,1077,1077,,7.05,488,3373,0.145,0.738,,,MM
13,13,20250802-hormore-53,1079,1079,,7.1,265,2921,0.0908,0.455,,,MM
14,14,20250802-hormore-54,1080,1080,,7.16,183,3697,0.0496,0.238,,,MM
15,15,20250802-hormore-55,1083,1083,,7.13,108,2995,0.0362,0.168,,,MM
16,16,20250802-hormore-56,1084,1084,,7.15,799,5747,0.139,0.708,,,bb
17,17,20250802-hormore-57,1087,1087,,7.11,113,3894,0.0291,0.131,,,MM
18,18,20250802-hormore-58,1090,1090,,7.07,496,3640,0.136,0.693,,,MM
19,19,20250802-hormore-59,1092,1092,,7.07,193,2608,0.0742,0.368,,,MM
20,20,20250802-hormore-60,1093,1093,,7.09,144,4218,0.0341,0.157,,,bb
21,21,20250802-hormore-61,1094,1094,,7.06,159,4084,0.039,0.183,,,MM
22,22,20250802-hormore-62,1095,1095,,7.07,370,3517,0.105,0.53,,,MM
23,23,20250802-hormore-63,1096,1096,,7.07,471,5823,0.0808,0.402,,,MM
24,24,20250802-hormore-64,1097,1097,,7.07,525,4258,0.123,0.626,,,MM
25,25,20250803-hormore-1,1098,1098,,7.07,550,4361,0.126,0.64,,,MM
26,26,20250803-hormore-2,1099,1099,,7.1,276,5368,0.0513,0.248,,,MM
27,27,20250803-hormore-3,1100,1100,,7.09,84,2423,0.0348,0.161,,,MM
28,28,20250803-hormore-4,1102,1102,,7.05,508,3478,0.146,0.745,,,MM
29,29,20250803-hormore-5,1105,1105,,7.1,585,5066,0.116,0.584,,,MM
30,30,20250803-hormore-6,1106,1106,,7.14,280,4285,0.0654,0.322,,,MM
31,31,20250803-hormore-7,1107,1107,,7.09,837,4075,0.205,1.057,,,MM
32,32,20250803-hormore-8,1108,1108,,7.06,275,2928,0.094,0.472,,,MM
33,33,20250803-hormore-9,1109,1109,,7.09,418,3522,0.119,0.6,,,MM
34,34,20250803-hormore-10,1111,1111,,7.08,428,3984,0.107,0.542,,,MM
35,35,20250803-hormore-11,1112,1112,,7.09,398,2555,0.156,0.795,,,MM
36,36,20250803-hormore-12,1113,1113,,7.11,854,4839,0.177,0.905,,,MM
37,37,20250803-hormore-13,1116,1116,,7.07,329,3265,0.101,0.507,,,MM
38,38,20250803-hormore-14,1118,1118,,7.04,615,4048,0.152,0.775,,,MM
39,39,20250803-hormore-15,1124,1124,,7.07,458,3248,0.141,0.719,,,MM
40,40,20250803-hormore-16,1125,1125,,7.05,396,4464,0.0888,0.444,,,MM
41,41,20250803-hormore-17,1134,1134,,7.07,674,3788,0.178,0.911,,,MM
42,42,20250803-hormore-18,1135,1135,,7.12,207,4187,0.0495,0.238,,,MM
43,43,20250804-hormore-1,1137,1137,,7.13,375,4651,0.0807,0.402,,,MM
44,44,20250804-hormore-2,1138,1138,,7.08,524,5742,0.0912,0.457,,,MM
45,45,20250804-hormore-3,1141,1141,,7.13,147,3533,0.0415,0.196,,,MM
46,46,20250804-hormore-4,1142,1142,,7.1,273,4964,0.0551,0.267,,,MM
47,47,20250804-hormore-5,1143,1143,,7.07,353,3599,0.0981,0.493,,,MM
48,48,20250804-hormore-6,1144,1144,,7.07,623,4958,0.126,0.638,,,MM
49,49,20250804-hormore-7,1146,1146,,7.13,568,5447,0.104,0.526,,,MM
50,50,20250804-hormore-8,1038,1038,,7.1,455,3141,0.145,0.738,,,MM
51,51,20250804-hormore-9,1149,1149,,7.07,356,3832,0.0928,0.465,,,MM
52,52,20250804-hormore-10,1154,1154,,7.1,228,3584,0.0636,0.312,,,MM
53,53,20250804-hormore-11,1156,1156,,7.12,883,6766,0.131,0.663,,,MM
54,54,20250804-hormore-12,1162,1162,,7.13,838,4215,0.199,1.022,,,MM
55,55,20250804-hormore-13,1165,1165,,7.12,585,3375,0.173,0.888,,,MM
56,56,20250804-hormore-14,1166,1166,,7.11,288,5012,0.0575,0.28,,,MM
57,57,20250804-hormore-15,1167,1167,,7.12,831,4283,0.194,0.996,,,MM
58,58,20250804-hormore-16,1168,1168,,7.13,480,3799,0.126,0.642,,,MM
59,59,20250804-hormore-17,1169,1169,,7.13,513,3423,0.15,0.764,,,MM
60,60,20250804-hormore-18,1170,1170,,7.07,1171,3155,0.371,1.927,,,MM
61,61,20250804-hormore-19,1172,1172,,7.13,494,3318,0.149,0.76,,,MM
62,62,20250804-hormore-20,1173,1173,,7.12,1499,4311,0.348,1.803,,,MM
63,63,20250804-hormore-21,1175,1175,,7.11,779,3726,0.209,1.076,,,MM
64,64,20250804-hormore-22,1177,1177,,7.1,515,4391,0.117,0.593,,,MM
65,65,20250804-hormore-23,1178,1178,,7.11,384,3303,0.116,0.588,,,MM
66,66,20250804-hormore-24,1180,1180,,7.12,367,3578,0.103,0.517,,,MM
67,67,20250804-hormore-25,1181,1181,,7.11,232,3285,0.0707,0.349,,,MM
68,68,20250804-hormore-26,1182,1182,,7.1,453,3299,0.137,0.699,,,bb
69,69,20250804-hormore-27,1185,1185,,7.1,573,3853,0.149,0.759,,,MM
70,70,20250804-hormore-28,1188,1188,,7.11,607,2752,0.221,1.136,,,MM
71,71,20250804-hormore-29,1189,1189,,7.08,732,3414,0.214,1.103,,,MM
72,72,20250804-hormore-30,1190,1190,,7.1,583,4037,0.144,0.736,,,MM
73,73,20250804-hormore-31,1195,1195,,7.12,856,4150,0.206,1.06,,,MM
74,74,20250804-hormore-32,1196,1196,,7.13,839,4119,0.204,1.047,,,MM
75,75,20250804-hormore-33,1202,1202,,7.12,510,3435,0.149,0.758,,,MM
76,76,20250804-hormore-34,1205,1205,,7.13,947,4258,0.222,1.146,,,MM
77,77,20250804-hormore-35,1206,1206,,7.12,683,3223,0.212,1.091,,,MM
78,78,20250804-hormore-36,1207,1207,,7.12,636,2868,0.222,1.141,,,MM
79,79,20250804-hormore-37,1208,1208,,7.11,582,4839,0.12,0.609,,,MM
80,80,20250804-hormore-38,1209,1209,,7.12,394,3913,0.101,0.506,,,MM
81,81,20250804-hormore-39,1210,1210,,7.12,270,3624,0.0744,0.369,,,MM
82,82,20250804-hormore-40,1212,1212,,7.11,592,3845,0.154,0.787,,,MM
83,83,20250804-hormore-41,1214,1214,,7.13,589,3428,0.172,0.88,,,MM
84,84,20250804-hormore-42,1216,1216,,7.09,390,3264,0.12,0.606,,,MM
85,85,20250804-hormore-43,1217,1217,,7.11,1017,3967,0.256,1.324,,,MM
86,86,20250804-hormore-44,1218,1218,,7.11,698,3200,0.218,1.122,,,MM
87,87,20250804-hormore-45,1221,1221,,7.1,725,4812,0.151,0.769,,,MM
88,88,20250805-hormore-1,1222,1222,,7.1,550,4246,0.13,0.658,,,MM
89,89,20250805-hormore-2,1223,1223,,7.09,458,2797,0.164,0.838,,,MM
90,90,20250805-hormore-3,1224,1224,,7.11,349,4401,0.0793,0.395,,,MM
91,91,20250805-hormore-4,1226,1226,,7.09,259,5037,0.0515,0.248,,,MM
92,92,20250805-hormore-5,1227,1227,,7.1,196,3248,0.0603,0.295,,,MM
93,93,20250805-hormore-6,1228,1228,,7.12,532,3884,0.137,0.697,,,MM
94,94,20250805-hormore-7,1231,1231,,7.11,473,3852,0.123,0.623,,,MM
95,95,20250804-hormore-8,1038,1038,,7.1,455,3141,0.145,0.738,,,MM
,,,,,,,,,,,,,
Compound 10:  11-ketoandrostenedione-Adrenosterone,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,0.02,3.61,3541,50397,0.0703,0.021,5.2,Standard,bb
2,2,20250805-COL-05,s2,s2,0.04,3.6,6456,62011,0.104,0.037,-7.6,Standard,bb
3,3,20250805-COL-06,s3,s3,0.1,3.6,14472,64706,0.224,0.093,-6.8,Standard,bb
4,4,20250805-COL-07,s4,s4,0.2,3.6,28282,64557,0.438,0.194,-3,Standard,bb
5,5,20250805-COL-08,s5,s5,0.4,3.6,57375,64284,0.893,0.408,1.9,Standard,bb
6,6,20250805-COL-09,s6,s6,1,3.6,135710,59769,2.27,1.056,5.6,Standard,bb
7,7,20250805-COL-10,s7,s7,2,3.6,268365,59884,4.48,2.095,4.8,Standard,bb
8,8,20250805-COL-11,q1,q1,0.07,3.6,10122,65218,0.155,0.061,-12.9,QC,bb
9,9,20250805-COL-12,q2,q2,1.5,3.6,202735,59249,3.42,1.597,6.5,QC,bb
10,10,20250802-hormore-50,1075,1075,,3.6,335,706,0.474,0.211,,,bb
11,11,20250802-hormore-51,1076,1076,,3.59,646,3958,0.163,0.065,,,bb
12,12,20250802-hormore-52,1077,1077,,3.59,7820,18908,0.414,0.182,,,bb
13,13,20250802-hormore-53,1079,1079,,3.59,223,2211,0.101,0.035,,,MM
14,14,20250802-hormore-54,1080,1080,,3.59,6017,18348,0.328,0.142,,,bb
15,15,20250802-hormore-55,1083,1083,,3.6,3151,27265,0.116,0.042,,,bb
16,16,20250802-hormore-56,1084,1084,,3.6,7645,32808,0.233,0.098,,,bb
17,17,20250802-hormore-57,1087,1087,,3.59,17372,29558,0.588,0.264,,,bb
18,18,20250802-hormore-58,1090,1090,,3.6,3412,32870,0.104,0.037,,,bb
19,19,20250802-hormore-59,1092,1092,,3.59,1876,25164,0.0746,0.023,,,bb
20,20,20250802-hormore-60,1093,1093,,3.59,1298,17890,0.0725,0.022,,,bb
21,21,20250802-hormore-61,1094,1094,,3.59,5383,27429,0.196,0.08,,,bb
22,22,20250802-hormore-62,1095,1095,,3.6,7721,23222,0.332,0.144,,,bb
23,23,20250802-hormore-63,1096,1096,,3.59,13451,29515,0.456,0.202,,,bb
24,24,20250802-hormore-64,1097,1097,,3.59,1534,25873,0.0593,0.016,,,bb
25,25,20250803-hormore-1,1098,1098,,3.59,15605,31611,0.494,0.22,,,bb
26,26,20250803-hormore-2,1099,1099,,3.59,3976,28157,0.141,0.054,,,bb
27,27,20250803-hormore-3,1100,1100,,3.59,11399,32338,0.352,0.154,,,bb
28,28,20250803-hormore-4,1102,1102,,3.59,6881,33293,0.207,0.085,,,bb
29,29,20250803-hormore-5,1105,1105,,3.59,5296,27948,0.189,0.077,,,bb
30,30,20250803-hormore-6,1106,1106,,3.59,12139,33342,0.364,0.159,,,bb
31,31,20250803-hormore-7,1107,1107,,3.59,6118,28755,0.213,0.088,,,bb
32,32,20250803-hormore-8,1108,1108,,3.59,12737,29259,0.435,0.193,,,bb
33,33,20250803-hormore-9,1109,1109,,3.59,8787,34677,0.253,0.107,,,bb
34,34,20250803-hormore-10,1111,1111,,3.6,5107,33122,0.154,0.061,,,bb
35,35,20250803-hormore-11,1112,1112,,3.59,3140,26110,0.12,0.045,,,bb
36,36,20250803-hormore-12,1113,1113,,3.59,19787,27987,0.707,0.32,,,bb
37,37,20250803-hormore-13,1116,1116,,3.59,6069,25675,0.236,0.099,,,bb
38,38,20250803-hormore-14,1118,1118,,3.59,9036,20727,0.436,0.193,,,bb
39,39,20250803-hormore-15,1124,1124,,3.59,1333,32321,0.0412,0.007,,,bb
40,40,20250803-hormore-16,1125,1125,,3.59,10014,32963,0.304,0.131,,,bb
41,41,20250803-hormore-17,1134,1134,,3.59,10937,34574,0.316,0.137,,,bb
42,42,20250803-hormore-18,1135,1135,,3.59,6677,26807,0.249,0.105,,,bb
43,43,20250804-hormore-1,1137,1137,,3.59,7030,31190,0.225,0.094,,,bb
44,44,20250804-hormore-2,1138,1138,,3.59,8058,30520,0.264,0.112,,,bb
45,45,20250804-hormore-3,1141,1141,,3.59,5043,31138,0.162,0.064,,,bb
46,46,20250804-hormore-4,1142,1142,,3.59,20472,29502,0.694,0.314,,,bb
47,47,20250804-hormore-5,1143,1143,,3.59,20459,26449,0.774,0.352,,,bb
48,48,20250804-hormore-6,1144,1144,,3.59,17259,23177,0.745,0.338,,,bb
49,49,20250804-hormore-7,1146,1146,,3.59,19996,36175,0.553,0.248,,,bb
50,50,20250804-hormore-8,1038,1038,,3.58,1576,26151,0.0603,0.016,,,bb
51,51,20250804-hormore-9,1149,1149,,3.6,4803,29562,0.162,0.064,,,bb
52,52,20250804-hormore-10,1154,1154,,3.59,4873,27919,0.175,0.07,,,bb
53,53,20250804-hormore-11,1156,1156,,3.59,13441,33279,0.404,0.178,,,bb
54,54,20250804-hormore-12,1162,1162,,3.59,18734,36781,0.509,0.227,,,bb
55,55,20250804-hormore-13,1165,1165,,3.59,676,23922,0.0282,0.001,,,MM
56,56,20250804-hormore-14,1166,1166,,3.59,16788,31046,0.541,0.242,,,bb
57,57,20250804-hormore-15,1167,1167,,3.59,6375,38093,0.167,0.067,,,bb
58,58,20250804-hormore-16,1168,1168,,3.59,14331,24552,0.584,0.262,,,bb
59,59,20250804-hormore-17,1169,1169,,3.59,18556,34621,0.536,0.24,,,bb
60,60,20250804-hormore-18,1170,1170,,3.59,15650,27115,0.577,0.259,,,bb
61,61,20250804-hormore-19,1172,1172,,3.59,6136,28917,0.212,0.088,,,bb
62,62,20250804-hormore-20,1173,1173,,3.59,3828,32368,0.118,0.044,,,bb
63,63,20250804-hormore-21,1175,1175,,3.59,19853,36989,0.537,0.24,,,bb
64,64,20250804-hormore-22,1177,1177,,3.59,6622,34631,0.191,0.078,,,bb
65,65,20250804-hormore-23,1178,1178,,3.59,14021,34751,0.403,0.178,,,bb
66,66,20250804-hormore-24,1180,1180,,3.58,10794,34141,0.316,0.137,,,bb
67,67,20250804-hormore-25,1181,1181,,3.58,18237,26012,0.701,0.318,,,bb
68,68,20250804-hormore-26,1182,1182,,3.58,13189,22828,0.578,0.26,,,bb
69,69,20250804-hormore-27,1185,1185,,3.58,9879,38114,0.259,0.11,,,bb
70,70,20250804-hormore-28,1188,1188,,3.58,10377,28851,0.36,0.157,,,bb
71,71,20250804-hormore-29,1189,1189,,3.58,14446,28265,0.511,0.228,,,bb
72,72,20250804-hormore-30,1190,1190,,3.59,27695,30996,0.894,0.408,,,bb
73,73,20250804-hormore-31,1195,1195,,3.59,12793,25888,0.494,0.22,,,bb
74,74,20250804-hormore-32,1196,1196,,3.59,16354,28759,0.569,0.255,,,bb
75,75,20250804-hormore-33,1202,1202,,3.59,2772,28500,0.0973,0.034,,,bb
76,76,20250804-hormore-34,1205,1205,,3.58,13649,30942,0.441,0.195,,,bb
77,77,20250804-hormore-35,1206,1206,,3.59,6677,28757,0.232,0.097,,,bb
78,78,20250804-hormore-36,1207,1207,,3.59,5438,26171,0.208,0.086,,,bb
79,79,20250804-hormore-37,1208,1208,,3.59,4008,31173,0.129,0.048,,,bb
80,80,20250804-hormore-38,1209,1209,,3.59,20790,29783,0.698,0.316,,,bb
81,81,20250804-hormore-39,1210,1210,,3.58,9204,26661,0.345,0.15,,,bb
82,82,20250804-hormore-40,1212,1212,,3.58,11336,33028,0.343,0.149,,,bb
83,83,20250804-hormore-41,1214,1214,,3.58,7203,23969,0.301,0.129,,,bb
84,84,20250804-hormore-42,1216,1216,,3.59,16101,30104,0.535,0.239,,,bb
85,85,20250804-hormore-43,1217,1217,,3.58,9183,17645,0.52,0.233,,,bb
86,86,20250804-hormore-44,1218,1218,,3.58,6398,17672,0.362,0.158,,,bb
87,87,20250804-hormore-45,1221,1221,,3.58,4678,29592,0.158,0.062,,,bb
88,88,20250805-hormore-1,1222,1222,,3.58,6730,20513,0.328,0.142,,,bb
89,89,20250805-hormore-2,1223,1223,,3.58,11488,30093,0.382,0.167,,,bb
90,90,20250805-hormore-3,1224,1224,,3.57,6602,26678,0.247,0.104,,,bb
91,91,20250805-hormore-4,1226,1226,,3.58,3996,20509,0.195,0.08,,,bb
92,92,20250805-hormore-5,1227,1227,,3.58,15985,26834,0.596,0.268,,,bb
93,93,20250805-hormore-6,1228,1228,,3.58,5215,27335,0.191,0.078,,,bb
94,94,20250805-hormore-7,1231,1231,,3.58,7354,27349,0.269,0.114,,,bb
95,95,20250804-hormore-8,1038,1038,,3.58,1576,26151,0.0603,0.016,,,bb
,,,,,,,,,,,,,
Compound 11:  11-Ketotestosterone,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,0.02,4.04,6362,170297,0.0374,0.02,-1.1,Standard,bb
2,2,20250805-COL-05,s2,s2,0.04,4.04,15889,208907,0.0761,0.041,2,Standard,bb
3,3,20250805-COL-06,s3,s3,0.1,4.04,40132,213434,0.188,0.102,1.7,Standard,bb
4,4,20250805-COL-07,s4,s4,0.2,4.04,74754,207506,0.36,0.195,-2.3,Standard,bb
5,5,20250805-COL-08,s5,s5,0.4,4.04,157856,214003,0.738,0.401,0.1,Standard,bb
6,6,20250805-COL-09,s6,s6,1,4.04,363418,201351,1.8,0.981,-1.9,Standard,bb
7,7,20250805-COL-10,s7,s7,2,4.04,709474,189965,3.73,2.03,1.5,Standard,bb
8,8,20250805-COL-11,q1,q1,0.07,4.04,25830,211947,0.122,0.066,-6.1,QC,bb
9,9,20250805-COL-12,q2,q2,1.5,4.04,512932,187407,2.74,1.488,-0.8,QC,bb
10,10,20250802-hormore-50,1075,1075,,4.05,347,394,0.881,0.479,,,bb
11,11,20250802-hormore-51,1076,1076,,4.04,1058,2532,0.418,0.227,,,bb
12,12,20250802-hormore-52,1077,1077,,4.03,7417,13071,0.567,0.308,,,bb
13,13,20250802-hormore-53,1079,1079,,4.02,3029,5134,0.59,0.32,,,bb
14,14,20250802-hormore-54,1080,1080,,4.03,6320,16434,0.385,0.209,,,bb
15,15,20250802-hormore-55,1083,1083,,4.04,19645,45061,0.436,0.236,,,bb
16,16,20250802-hormore-56,1084,1084,,4.03,42527,68319,0.622,0.338,,,bb
17,17,20250802-hormore-57,1087,1087,,4.03,31117,50258,0.619,0.336,,,bb
18,18,20250802-hormore-58,1090,1090,,4.03,18462,64768,0.285,0.154,,,bb
19,19,20250802-hormore-59,1092,1092,,4.03,11862,36258,0.327,0.177,,,bb
20,20,20250802-hormore-60,1093,1093,,4.03,13919,18109,0.769,0.417,,,bb
21,21,20250802-hormore-61,1094,1094,,4.03,20364,47610,0.428,0.232,,,bb
22,22,20250802-hormore-62,1095,1095,,4.03,40245,33176,1.21,0.659,,,bb
23,23,20250802-hormore-63,1096,1096,,4.03,29205,57014,0.512,0.278,,,bb
24,24,20250802-hormore-64,1097,1097,,4.03,12456,38216,0.326,0.177,,,bb
25,25,20250803-hormore-1,1098,1098,,4.03,95858,70358,1.36,0.74,,,bb
26,26,20250803-hormore-2,1099,1099,,4.02,15483,54004,0.287,0.155,,,bb
27,27,20250803-hormore-3,1100,1100,,4.03,46587,76834,0.606,0.329,,,bb
28,28,20250803-hormore-4,1102,1102,,4.03,60608,77364,0.783,0.425,,,bb
29,29,20250803-hormore-5,1105,1105,,4.03,24779,52139,0.475,0.258,,,bb
30,30,20250803-hormore-6,1106,1106,,4.03,70833,76288,0.928,0.504,,,bb
31,31,20250803-hormore-7,1107,1107,,4.03,19315,53809,0.359,0.195,,,bb
32,32,20250803-hormore-8,1108,1108,,4.03,46204,66169,0.698,0.379,,,bb
33,33,20250803-hormore-9,1109,1109,,4.03,41610,80694,0.516,0.28,,,bb
34,34,20250803-hormore-10,1111,1111,,4.03,68902,77817,0.885,0.481,,,bb
35,35,20250803-hormore-11,1112,1112,,4.03,24809,35175,0.705,0.383,,,bb
36,36,20250803-hormore-12,1113,1113,,4.03,133533,60469,2.21,1.2,,,bb
37,37,20250803-hormore-13,1116,1116,,4.03,29784,39823,0.748,0.406,,,bb
38,38,20250803-hormore-14,1118,1118,,4.03,19685,29592,0.665,0.361,,,bb
39,39,20250803-hormore-15,1124,1124,,4.03,4366,69637,0.0627,0.034,,,bb
40,40,20250803-hormore-16,1125,1125,,4.02,38932,81268,0.479,0.26,,,bb
41,41,20250803-hormore-17,1134,1134,,4.03,57929,82731,0.7,0.38,,,bb
42,42,20250803-hormore-18,1135,1135,,4.03,32435,49920,0.65,0.353,,,bb
43,43,20250804-hormore-1,1137,1137,,4.03,21944,64276,0.341,0.185,,,bb
44,44,20250804-hormore-2,1138,1138,,4.03,15550,69070,0.225,0.122,,,bb
45,45,20250804-hormore-3,1141,1141,,4.03,11831,59014,0.2,0.108,,,bb
46,46,20250804-hormore-4,1142,1142,,4.02,56550,62284,0.908,0.493,,,bb
47,47,20250804-hormore-5,1143,1143,,4.02,30340,47388,0.64,0.348,,,bb
48,48,20250804-hormore-6,1144,1144,,4.03,60267,49607,1.21,0.66,,,bb
